#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12,Xc2.lambda13,Xc2.lambda14,Xc2.lambda15,Xc2.lambda16,Xc2.lambda17,Xc2.lambda18,Xc2.lambda19,Xc2.lambda20,Xc2.lambda21,Xc2.lambda22,Xc2.lambda23,Xc2.lambda24,Xc2.lambda25,Xc2.lambda26,Xc2.lambda27,Xc2.lambda28,Xc2.lambda29,Xc2.lambda30,target
sp|P26901|CATA_BACSU,8.579031269,6.618109836,6.618109836,8.33391609,0,3.921842866,7.843685731,9.069261627,4.412073224,4.902303582,7.108340194,7.353455373,2.451151791,5.882764299,6.863225015,5.637649119,6.863225015,1.715806254,5.637649119,8.579031269,0.025613682,0.025860311,0.024088045,0.026615876,0.025471343,0.025364659,0.024918107,0.025663071,0.02557274,0.025970918,0.023955991,0.025821823,0.024589796,0.025477257,0.025933611,0.023604624,0.024533107,0.02432181,0.02512075,0.026651881,0.024904785,0.024777589,0.025072615,0.025602333,0.024102087,0.025762178,0.025083176,0.026232634,0.024281363,0.02391666,1
sp|P21880|DLDH1_BACSU,13.66357694,3.750785826,5.090352192,5.894092012,0.80373982,2.41121946,11.25235748,13.66357694,1.875392913,10.18070438,8.841138018,8.305311472,2.947046006,3.214959279,4.822438919,5.358265466,8.573224745,0.267913273,3.214959279,11.78818402,0.024744833,0.024668841,0.024783793,0.024308806,0.023735193,0.025618882,0.024383996,0.02403033,0.024580113,0.025029256,0.024763439,0.024470986,0.024120945,0.025645412,0.023747873,0.022569846,0.023948033,0.023139433,0.025708511,0.022847149,0.024716408,0.025418935,0.025291491,0.023517036,0.023757085,0.024959498,0.025506658,0.023985305,0.024361774,0.023726868,1
sp|P21881|ODPA_BACSU,10.72193441,4.2389043,2.992167741,4.986946235,0,5.984335482,8.228461288,6.483030106,1.246736559,5.984335482,5.984335482,7.979113976,2.493473118,4.2389043,3.989556988,2.742820429,4.986946235,0.748041935,3.241515053,5.236293547,0.024167235,0.026138379,0.025599555,0.024651608,0.025595099,0.025150093,0.024384475,0.025375423,0.023625611,0.023642537,0.023074387,0.025887527,0.024280767,0.025038782,0.026523463,0.025844814,0.024024987,0.025046565,0.025407799,0.024459157,0.025690902,0.024532291,0.024762237,0.02710174,0.026009819,0.024769999,0.02514837,0.025043314,0.024980101,0.024695653,1
sp|P09124|G3P1_BACSU,10.61081456,2.992793849,7.073876371,5.713515531,0.544144336,1.360360841,6.257659867,7.073876371,1.632433009,4.625226858,7.345948539,6.257659867,2.448649513,1.632433009,2.720721681,5.713515531,4.35315469,0.544144336,2.448649513,9.794598052,0.026100804,0.026323209,0.025486458,0.023993366,0.02522547,0.02610987,0.022537824,0.024811685,0.025003101,0.024468637,0.022911558,0.024838335,0.024248686,0.023303537,0.025492411,0.025749243,0.02394394,0.023115689,0.025112399,0.024987344,0.024441482,0.023687597,0.024667664,0.023420836,0.02136297,0.027168955,0.020723258,0.024229888,0.021412305,0.023049313,1
sp|P21882|ODPB_BACSU,7.299409753,4.530668123,2.013630277,5.034075692,0,3.020445415,7.299409753,7.047705969,1.258518923,5.034075692,7.047705969,3.2721492,2.265334061,3.523852984,3.775556769,4.530668123,4.278964338,0.503407569,1.510222708,8.557928676,0.025687513,0.02598229,0.023929826,0.02421199,0.025044078,0.025655635,0.025103022,0.024238953,0.023858363,0.024405599,0.024788894,0.025031472,0.025687933,0.026255991,0.024154077,0.024318539,0.026744784,0.025090783,0.024882288,0.026421246,0.025685676,0.02439534,0.02515147,0.023441554,0.025009665,0.023460379,0.024344299,0.024979456,0.0257055,0.024629599,1
sp|P49814|MDH_BACSU,6.157693432,3.591987835,2.822276156,4.361699514,0,2.052564477,6.157693432,7.95368735,0.25657056,5.901122872,6.927405111,4.618270074,2.052564477,1.795993918,3.335417276,4.618270074,5.644552313,0,3.335417276,8.466828469,0.023374801,0.025244285,0.024596526,0.025845685,0.024905828,0.025201212,0.023201296,0.022888921,0.025365314,0.024724001,0.022950522,0.023815065,0.02674051,0.024472905,0.024879894,0.023634758,0.024627268,0.026322362,0.025048639,0.025239752,0.025786168,0.024533282,0.023575056,0.024606038,0.026021269,0.023506292,0.024011028,0.026117662,0.026312828,0.025880274,1
sp|P54375|SODM_BACSU,5.547833386,1.585095253,4.755285759,2.37764288,0,0.792547627,4.491103217,3.962738133,2.113460337,1.849277795,4.755285759,2.641825422,0.528365084,1.849277795,2.641825422,2.906007964,3.170190506,1.585095253,2.37764288,3.434373048,0.025116841,0.025112697,0.023061158,0.023418741,0.026896195,0.025881045,0.023542033,0.026629345,0.024556178,0.023618174,0.025185512,0.024292865,0.024403522,0.023971783,0.025619177,0.025768627,0.024667598,0.025378999,0.025118686,0.025240518,0.024605821,0.02254683,0.021996296,0.025231575,0.023689664,0.023744479,0.025996125,0.022982389,0.0241294,0.023415185,1
sp|P28598|CH60_BACSU,17.79322392,6.018296326,6.018296326,6.541626441,0,4.186640922,15.69990346,14.39157817,0.261665058,9.419942075,10.72826736,9.419942075,4.709971038,2.616650577,3.401645749,4.971636095,9.681607133,0.261665058,1.046660231,15.17657334,0.024450757,0.026289234,0.024368234,0.023621746,0.025358079,0.025675549,0.023361894,0.025876573,0.024558901,0.026669964,0.02436019,0.024274238,0.025140586,0.025256997,0.025221631,0.023525717,0.024877717,0.024028327,0.024728109,0.025044118,0.024590333,0.024302537,0.023792635,0.024095124,0.024980029,0.024418572,0.024841343,0.02360468,0.023473966,0.023547163,1
sp|P39634|ROCA_BACSU,15.92361087,5.055114561,5.055114561,7.077160386,1.011022912,3.791335921,10.11022912,11.12125203,3.033068737,8.088183298,8.593694754,9.351961938,3.033068737,6.318893202,5.307870289,5.560626017,6.824404658,0.758267184,5.055114561,9.09920621,0.024172252,0.025025212,0.023921255,0.025102881,0.024853541,0.025387923,0.02578662,0.0264998,0.026039757,0.024797769,0.025550666,0.024608246,0.024405197,0.024529487,0.024647379,0.024952967,0.023534758,0.024410302,0.023694367,0.023849105,0.024625565,0.024611012,0.025924194,0.025034349,0.024824106,0.024927162,0.025568914,0.025161383,0.025352867,0.025445235,1
sp|P9WN39|GLN1B_MYCTU,9.982515646,5.375200732,6.399048491,9.470591766,0.767885819,3.071543276,7.422896249,8.702705947,3.583467155,7.16693431,9.470591766,5.887124611,2.559619396,6.91097237,8.190782068,8.190782068,6.143086551,1.279809698,6.143086551,5.631162672,0.025079838,0.025290259,0.025310624,0.026078962,0.023608923,0.026352799,0.02393123,0.023841085,0.025691298,0.024326406,0.024866892,0.025879105,0.025320492,0.025127309,0.026085404,0.024413074,0.02421881,0.024525215,0.024790797,0.02509981,0.025061815,0.02420014,0.025882682,0.023819496,0.022346844,0.024024703,0.025490176,0.023903301,0.024867245,0.024603325,1
sp|P9WGE7|SODF_MYCTU,7.59710291,0.785907198,3.405597856,3.405597856,0,2.095752527,2.357721593,3.929535988,2.881659725,2.095752527,5.763319449,3.405597856,0.523938132,2.881659725,1.571814395,2.095752527,2.619690659,2.095752527,1.833783461,2.881659725,0.026161025,0.023491956,0.024918901,0.024519693,0.022406134,0.027538844,0.023372584,0.025789091,0.024712953,0.025255139,0.025273717,0.025038355,0.023524066,0.026695443,0.024224325,0.02497887,0.024869489,0.025228576,0.023351758,0.024304655,0.025278389,0.026059444,0.023271086,0.022849018,0.025082505,0.023270015,0.024538988,0.023285828,0.024129753,0.024610334,1
sp|Q88VM0|DNAK_LACPL,16.82812852,4.071321415,8.14264283,18.18523565,0,7.328378547,11.39969996,13.84249281,1.357107138,10.85685711,12.7568071,16.55670709,2.442792849,4.071321415,5.157007126,8.956907113,10.85685711,0.542842855,2.171371421,13.29964996,0.024371962,0.025138372,0.024178311,0.023151329,0.023380266,0.025565631,0.023081413,0.023340826,0.023573797,0.024259896,0.024720285,0.023692276,0.024932589,0.024242933,0.023456925,0.024696692,0.025001958,0.023988572,0.023475908,0.024776848,0.024396352,0.024160608,0.02288177,0.025152802,0.026139986,0.024808219,0.025127119,0.024618894,0.024172936,0.024093097,1
sp|P99075|ALF2_STAAN,7.457008911,1.380927576,3.590411698,3.866597213,0.55237103,1.933298607,8.009379942,7.457008911,1.933298607,5.79989582,5.247524789,6.628452365,2.209484122,2.209484122,3.590411698,3.866597213,4.142782728,0,2.485669637,6.628452365,0.02471969,0.025848889,0.025600718,0.022939977,0.025938217,0.024765621,0.022895925,0.023169072,0.025239366,0.025042136,0.024728598,0.024339086,0.025285136,0.024161906,0.023406465,0.023075268,0.024457157,0.025253233,0.024752526,0.024476758,0.024302144,0.023070818,0.024408742,0.021695997,0.023548575,0.024459687,0.023726049,0.023376929,0.023855827,0.021273974,1
sp|P0DJM2|DNAK_LISMO,16.47451596,4.861332577,7.291998865,13.77377563,0,7.562072898,16.47451596,13.23362757,1.620444192,11.88325741,12.42340547,13.5037016,2.430666288,4.051110481,5.941628705,7.291998865,11.88325741,0,2.430666288,12.42340547,0.024042333,0.025838809,0.024709676,0.023804051,0.023283414,0.025760466,0.022864108,0.022577155,0.023974376,0.024999854,0.024744983,0.023089391,0.025650925,0.024036057,0.024001997,0.023940743,0.024956826,0.024550718,0.024323493,0.025232807,0.024265002,0.022982633,0.023488982,0.024545056,0.025818719,0.0244292,0.025496273,0.024937035,0.023895987,0.023684899,1
sp|P37869|ENO_BACSU,10.78185769,3.681609942,7.100247745,6.574303468,0.262972139,3.418637803,10.25591341,11.04482983,1.577832832,7.100247745,9.992941271,6.574303468,2.629721387,3.418637803,3.418637803,5.785387052,6.311331329,0.525944277,3.944582081,8.678080578,0.025050599,0.027500153,0.0236084,0.023081634,0.024873081,0.023143684,0.025236795,0.024341143,0.026184172,0.024575444,0.024526343,0.024025736,0.025400561,0.024822139,0.024316363,0.023465183,0.02432351,0.024409896,0.02224517,0.024782742,0.025913106,0.024288877,0.023247483,0.024753654,0.02457714,0.025789211,0.024643105,0.022987738,0.025101768,0.02581303,1
sp|Q8Y422|EFTU_LISMO,8.135215291,5.084509557,2.288029301,7.372538858,0.508450956,2.796480256,9.406342681,9.152117203,2.542254779,7.11831338,5.592960513,5.338735035,3.304931212,3.050705734,4.830284079,3.304931212,7.626764336,0.254225478,3.050705734,9.660568158,0.024963205,0.02475434,0.024833674,0.024775486,0.025986885,0.024826696,0.024755238,0.025101615,0.025341556,0.025924658,0.024456857,0.024196157,0.026058936,0.02526641,0.025216219,0.024910598,0.02394466,0.02314017,0.02451988,0.02315848,0.02434468,0.024863028,0.027062935,0.024600494,0.024839064,0.02448739,0.024719172,0.024700648,0.026132233,0.02389316,1
sp|Q06320|CWLC_BACSU,7.914938759,1.910502459,4.366862764,4.366862764,0,2.456360305,2.729289227,6.277365223,1.364644614,4.093933841,6.823223068,4.366862764,0.545857845,3.548075995,1.364644614,6.550294145,4.912720609,0.272928923,1.910502459,3.821004918,0.024945432,0.025128596,0.025432412,0.023338937,0.024827702,0.025459314,0.024091011,0.025876726,0.023847506,0.023496403,0.021921202,0.02391599,0.023441432,0.024581024,0.024094246,0.024044597,0.02605806,0.020896052,0.025841891,0.025824524,0.023216023,0.022894027,0.024683309,0.024875272,0.024181228,0.023996814,0.021662023,0.026270568,0.022086056,0.026142699,1
sp|P80868|EFG_BACSU,15.11588343,9.168650604,5.699431456,10.65545881,0.743404103,5.203828721,18.33730121,14.37247932,2.973616412,11.15106155,11.15106155,9.664253339,5.451630089,6.690636927,6.442835559,7.186239662,11.15106155,0.991205471,4.956027353,14.37247932,0.026034331,0.025381885,0.025236204,0.023289648,0.024975651,0.026504629,0.02482181,0.025395178,0.024786697,0.026740671,0.024751812,0.025041829,0.025020301,0.024311195,0.025257057,0.02508143,0.024356204,0.024650718,0.02459173,0.025239964,0.025556169,0.02578458,0.024576923,0.025173086,0.02453793,0.025895754,0.025052686,0.024506609,0.025750092,0.023895858,1
sp|P9WNK7|ESXA_MYCTU,4.918082626,0.289298978,1.735793868,0.578597956,0,2.603690802,2.025092846,2.89298978,0.289298978,1.157195912,2.025092846,0.867896934,0.867896934,0.578597956,0,2.314391824,2.314391824,0.867896934,0.289298978,0.867896934,0.02527542,0.025196007,0.021077004,0.021320472,0.025537882,0.026906041,0.018027382,0.023252282,0.025833732,0.025361719,0.02288165,0.024169777,0.026297491,0.023110305,0.019879924,0.028257377,0.02380591,0.020117587,0.022880704,0.027408447,0.024040034,0.020848712,0.024323851,0.026600646,0.022053424,0.020844123,0.026703969,0.022753709,0.023143386,0.022792057,1
sp|P9WNK5|ESXB_MYCTU,4.421382737,1.300406687,0.780244012,1.300406687,0,3.901220062,2.340732037,2.0806507,0,1.04032535,1.300406687,1.04032535,0.780244012,0.780244012,0,1.820569362,1.560488025,0.260081337,0.260081337,1.04032535,0.025617278,0.023242901,0.024698408,0.024417586,0.027017405,0.0251542,0.019402331,0.025951356,0.026958341,0.02572154,0.023980798,0.027642277,0.024592651,0.020197222,0.026885912,0.02694044,0.024808642,0.024442631,0.025241224,0.023767479,0.024070351,0.025611362,0.025664641,0.022055165,0.020664831,0.021441362,0.025799262,0.025583048,0.027303278,0.025044739,1
sp|P39810|FLGK_BACSU,14.8437027,4.201047933,12.32307394,8.402095866,0,7.281816417,9.802445177,12.04300407,0.560139724,6.441606831,13.72342325,7.281816417,3.360838346,3.920978071,1.400349311,12.88321366,9.522375315,0.280069862,4.761187657,8.96223559,0.024927913,0.025632732,0.024002229,0.023134495,0.025449616,0.023770828,0.023329033,0.024001772,0.025884022,0.022871615,0.023993123,0.024108469,0.024630722,0.022968692,0.023492439,0.023645548,0.024188917,0.024764935,0.022441307,0.0229356,0.02403869,0.023938245,0.022263236,0.024872269,0.0240573,0.023606724,0.023862026,0.025294722,0.023713049,0.024109866,1
sp|P39738|FLID_BACSU,11.20947259,3.449068489,10.34720547,8.622671222,0,6.035869855,9.19751597,8.335248848,0.287422374,7.472981725,9.772360718,11.20947259,3.736490863,3.449068489,2.011956618,16.09565295,16.38307532,0.862267122,6.610714603,8.047826473,0.025118084,0.024789251,0.02393739,0.022195317,0.023146578,0.0249255,0.021635592,0.024041994,0.023668406,0.022847418,0.021924745,0.024440482,0.024410403,0.023801794,0.022200826,0.023658223,0.024767938,0.022388302,0.024039621,0.024331816,0.024502086,0.023973442,0.02416018,0.024204124,0.0232455,0.024463396,0.023423811,0.02344569,0.025127556,0.023762164,1
sp|P02968|FLA_BACSU,10.80240873,3.87778775,7.478590661,6.093666465,0,6.647636143,4.708742268,5.262711947,1.107939357,6.093666465,8.03256034,4.15477259,2.215878714,1.384924197,0.553969679,6.647636143,4.985727107,0,0.276984839,3.87778775,0.026091858,0.024929541,0.022155125,0.023772436,0.027090279,0.025245907,0.021211536,0.025079841,0.023178613,0.02226027,0.024990773,0.024243109,0.023097337,0.022223782,0.023332424,0.025153255,0.024342545,0.025271349,0.024358545,0.02662023,0.02322961,0.023128073,0.022146269,0.023141518,0.024563035,0.022801409,0.025798441,0.02538257,0.024394529,0.023780952,1
sp|O53083|RL19_LISMO,1.247736346,3.535252981,1.039780288,0.623868173,0,0.415912115,1.663648461,1.663648461,0.415912115,2.079560577,1.455692404,2.079560577,0.207956058,0.831824231,1.039780288,0.831824231,1.455692404,0,0.415912115,2.70342875,0.02939978,0.028310341,0.024961714,0.032761267,0.022088824,0.027771452,0.028721057,0.023288411,0.031156445,0.023625222,0.025865901,0.025524242,0.019684565,0.029854915,0.026035407,0.025871584,0.027443445,0.024192124,0.031567983,0.028726682,0.021798958,0.025361457,0.023231511,0.027046025,0.02951454,0.023873372,0.027171357,0.025714814,0.022530155,0.028950396,1
